Charity Name,Charity Number,Postcode,Latitude,Longitude,Main Operating Location
R P Milroy Trust,SC014987,EH3 9GL,55.94396114,-3.19389654,East Lothian
Edinburgh People's Theatre,SC014988,EH16 4WT,55.92400423,-3.12224429,City of Edinburgh
"Kilbowie St Andrews Church of Scotland, Clydebank",SC015005,G81 3BU,55.90957937,-4.41303161,West Dunbartonshire
Wellbank and District Amenities Association,SC015011,DD5 3UD,56.51979574,-2.85790187,Angus
Arndilly Trust,SC015017,AB38 9SW,57.48983971,-3.18496001,Moray
Western Isles Citizens Advice Service,SC015018,HS1 2HP,58.21548094,-6.38186617,Western Isles
4th Braid Scout Group,SC015021,EH10 5HB,55.92804907,-3.2112527,City of Edinburgh
Eildon Housing Association Ltd,SC015026,TD7 5EB,55.5544579,-2.83950061,Scottish Borders
Bowden Village Committee,SC015033,TD6 0SZ,55.56777616,-2.7068201,Scottish Borders
Mrs Elizabeth Henrietta Macquarrie Trust,SC015034,PA64 6AP,56.43779291,-5.686175,Argyll & Bute
Balloch Pre-School Playgroup,SC015040,G83 9HR,55.98234989,-4.57352153,West Dunbartonshire
Drumlithie Public Hall Trust,SC015049,AB39 3YS,56.91929586,-2.35452955,Aberdeenshire
An Treas Roinn Innse Gall or Third Sector Hebrides,SC015053,HS1 2ND,58.20881157,-6.38463826,Western Isles
Red School Youth Centre,SC015054,EH32 9BN,55.95756537,-2.98897776,East Lothian
Meadowgreen Foundation,SC015058,KA10 7JA,55.55721789,-4.63863914,South Ayrshire
Tain Congregation Of Jehovahs Witnesses,SC015061,IV20 1SF,57.82054474,-3.91653938,Highland
Church Of The Nazarene Edinburgh,SC015068,EH4 8AE,55.96179959,-3.31796891,Midlothian
King Edward Parish Church of Scotland,SC015077,AB53 5SA,57.62330807,-2.39257232,City of Edinburgh
Elphinstone Miners Charitable Society,SC015079,EH22 4PH,55.86569865,-3.06447523,East Lothian
Bellshill & District Citizens Advice Bureau,SC015081,ML4 1AQ,55.81839378,-4.02595958,North Lanarkshire
Langbank Church Of Scotland,SC015085,PA14 6XF,55.92368452,-4.59492251,Renfrewshire
Enzie Parish Church of Scotland,SC015093,AB56 5GA,57.66467919,-3.0123239,Moray
26th Craigalmond (Craigsbank) Scout Group,SC015103,EH12 8XT,55.949678,-3.30191112,City of Edinburgh
Lodge Doric Kilwinning No 68 Benevolent Fund,SC015107,PA14 5BP,55.93496234,-4.69543737,Inverclyde
Brechin Day Care Limited,SC015115,DD9 6HE,56.73022566,-2.65803722,Angus
Currie Playgroup,SC015122,EH14 5NY,55.89713505,-3.3056678,City of Edinburgh
The Glens and Kirriemuir United Parish Church of Scotland,SC015123,DD8 4BG,56.67327491,-3.00308688,Angus
Stewartry Of Kirkcudbright Guides Association,SC015132,DG7 3XH,55.12082693,-4.07535712,Dumfries & Galloway
Carnoustie Church Of Scotland,SC015146,DD7 6DY,56.50959869,-2.70352225,Angus
Lodge St Columba No 729 Govan Benevolent & Annuity Fund,SC015148,G41 2QB,55.83725855,-4.26930996,Glasgow City
Culross & Torryburn Church Of Scotland,SC015149,KY4 8AX,56.08530033,-3.36801709,Fife
Kingussie & Alvie Free Church,SC015150,IV15 9PB,57.60762851,-4.42791583,Highland
"Sherbrooke Mosspark Parish Church of Scotland, Glasgow",SC015155,G41 5AD,55.84405526,-4.29919391,Glasgow City
Crossroads Care Skye & Lochalsh,SC015158,IV51 9BS,57.41248789,-6.19417032,Highland
"St Giles & St Columbas Church of Scotland, Elgin",SC015164,IV30 6XF,57.63287517,-3.31790601,Moray
Bridge Of Allan Parish Church of Scotland,SC015171,FK9 4NW,56.15379589,-3.94850529,Stirling
Speymouth Hall Association,SC015172,IV32 7JR,57.62507862,-3.11831597,Moray
Bearsden And Milngavie Talking Newspaper Association (Beam),SC015177,G61 2SY,55.91811142,-4.33174579,East Dunbartonshire
Monimail Parish (Church of Scotland),SC015182,KY15 7RR,56.31679647,-3.12253768,Fife
Home Of Rest For The Aged And Infirm,SC015183,DD5 2BH,56.46530896,-2.8741681,Dundee City
Sighthill Youth Centre,SC015191,G33 6PD,55.88588869,-4.15539955,Glasgow City
Cadder Parish Church of Scotland,SC015193,G76 7BT,55.78562183,-4.27531739,East Dunbartonshire
Shetland Women’s Aid (SCIO),SC015199,ZE1 0ES,60.15624243,-1.14930516,Shetland Islands
Westhill Community Church,SC015206,AB32 6AQ,57.15672723,-2.31231575,Aberdeenshire
Drumchapel Citizens Advice Bureau,SC015207,G15 8NS,55.90808387,-4.37439305,Glasgow City
Assynt Development Trust Limited,SC015208,IV27 4LE,58.14653807,-5.24284243,Highland
Feuars Of Gifford,SC015210,EH41 4JD,55.90465154,-2.7467333,East Lothian
Glenlivet Public Hall,SC015211,AB37 9JA,57.31896131,-3.31123128,Moray
Mrs Edith Beattie Dundas Trust,SC015213,DD11 1HL,56.55894893,-2.58186428,Angus
Streets Ahead - Borders,SC015215,TD9 0BL,55.41783557,-2.78998152,Scottish Borders
Inverness Choral Society,SC015219,IV2 3NR,57.47837735,-4.21304917,Highland
Bonnybridge St Helen's Parish Church Of Scotland,SC015225,FK4 2FJ,55.99428201,-3.88689855,Falkirk
Alness Parish Church of Scotland,SC015227,IV18 0JX,57.69826048,-4.14383277,Highland
St Barnabas Episcopal Church: Edinburgh,SC015232,EH32 9EG,55.95749076,-2.97693127,City of Edinburgh
Rafford Village Public Hall,SC015233,IV36 2WD,57.57855316,-3.55849984,Moray
Jewel Miners Welfare Charitable Society,SC015240,EH15 3LJ,55.94040071,-3.11553003,City of Edinburgh
Carsphairn Church of Scotland,SC015242,DG7 3PJ,55.10149579,-4.16151064,Dumfries & Galloway
The Lamp Of Lothian Trust,SC015250,EH41 4DA,55.95196698,-2.77437166,East Lothian
"Canongate Parish Church of Scotland, Edinburgh",SC015251,EH9 1RY,55.93546182,-3.17039138,City of Edinburgh
Portobello Amenity Society,SC015268,EH15 2EF,55.95173829,-3.10578292,City of Edinburgh
St Peters Episcopal Church: Peterhead,SC015269,AB42 2EL,57.49524331,-1.8021597,Aberdeenshire
Pittenweem Church Of Scotland,SC015271,KY10 3AH,56.22602438,-2.68425183,Fife
Chryston United Free Church,SC015285,G69 0LX,55.91625363,-4.07340569,North Lanarkshire
Lenzie Union Church of Scotland,SC015287,G66 4LD,55.9236158,-4.15597343,East Dunbartonshire
Clan Carmichael Charitable Trust,SC015291,ML12 6PG,55.62936329,-3.70805754,South Lanarkshire
Iona Heritage Trust,SC015292,PA34 4AL,56.41066919,-5.47514747,Argyll & Bute
1st Monifieth Company Boys Brigade,SC015294,DD5 4LA,56.48138409,-2.83203053,Dundee City
Netherlee and Stamperland (Church of Scotland),SC015303,G44 3SL,55.80421167,-4.27172658,East Renfrewshire
Aberdeen Care And Repair Group,SC015306,AB10 1UT,57.14559093,-2.11649231,Aberdeen
Glasgow: Castlemilk Parish Church Of Scotland,SC015309,G45 9NP,55.80514218,-4.23172673,Glasgow City
North and West Islay Church of Scotland,SC015317,PA46 7RQ,55.84181861,-6.12778687,Argyll & Bute
Portobello Baptist Church,SC015322,EH15 1EU,55.95237931,-3.11342428,City of Edinburgh
Newbattle Community Education Centre,SC015325,EH22 4RT,55.87265988,-3.06268395,Midlothian
South Mainland Youth Forum,SC015332,ZE2 9HG,60.05252443,-1.21053272,Shetland Islands
Ladywell Playgroup,SC015335,EH54 8HW,55.90413992,-3.52777936,West Lothian
Express Group (Fife) Limited,SC015338,KY1 1XT,56.11005258,-3.16410832,Fife
Linton Lane Centre SCIO,SC015342,KY2 6LF,56.12353477,-3.1872452,Fife
Carnbo & District Community Hall Association,SC015354,KY13 0RS,56.22520919,-3.50446916,Perth & Kinross
Torridon Mountain Rescue Team,SC015356,IV2 5GQ,57.47481544,-4.16723316,Highland
Renton Trinity Church - Benevolent Funds,SC015360,G82 4LY,55.96828729,-4.58364555,West Dunbartonshire
St. Ninian's and Auldearn & Dalmore Church of Scotland,SC015361,IV12 4QW,57.58067482,-3.87438478,Highland
Barr Parish Church of Scotland,SC015366,KA26 9TW,55.21080963,-4.711178,South Ayrshire
Bute Agricultural Society,SC015371,PA20 9NR,55.76127982,-5.03107983,Argyll & Bute
Muir of Ord & District Community Association,SC015378,IV6 7TN,57.50472494,-4.49092218,Highland
Michael Bruce's Memorial Fund,SC015396,KY13 9HL,56.21331106,-3.32889386,Perth & Kinross
Stevenston Ardeer Church of Scotland,SC015397,KA20 3EB,55.64043312,-4.76598821,North Ayrshire
"Cummertrees, Mouswald and Ruthwell Church of Scotland",SC015399,DG1 4NF,55.00396283,-3.4214744,Dumfries & Galloway
Ritchie Trust,SC015406,PH7 4AN,56.38112626,-3.84605951,Perth & Kinross
"Yester, Bolton and Saltoun Parish Church (Church of Scotland)",SC015414,EH41 4JD,55.90465154,-2.7467333,East Lothian
Inverness Trinity Church of Scotland,SC015432,IV2 7HL,57.49541346,-4.11246516,Highland
St Johns Episcopal Church: Johnstone,SC015435,PA5 8UB,55.84778085,-4.53055425,Renfrewshire
Edinburgh Inverleith St Serf's Church of Scotland,SC015442,EH22 3DN,55.88455435,-3.08355212,City of Edinburgh
Glasgow Building Preservation Trust,SC015443,G31 1JF,55.85869334,-4.23001931,Glasgow City
Ardersier Parish Church Of Scotland,SC015446,IV2 7QN,57.57145189,-4.02651724,Highland
Gairloch and Dundonnell Church of Scotland,SC015448,IV21 2DE,57.73294509,-5.69719095,Highland
Aberdeen St Mark's Church of Scotland,SC015451,AB25 1JY,57.14804417,-2.10537758,Aberdeen
Portpatrick Parish Church (Church of Scotland),SC015452,DG9 9BN,54.84924989,-5.05577456,Dumfries & Galloway
West Lothian Educational Trust,SC015454,EH3 8BL,55.94490563,-3.20670317,City of Edinburgh
St Rollox Church Of Scotland: Glasgow,SC015459,G21 1RG,55.87494627,-4.23921623,Glasgow City
Skye & Lochalsh Young Music Makers,SC015469,IV51 9EE,57.41331596,-6.20223091,Highland
Newlands & Kirkurd Womens Guild Playgroup,SC015474,EH46 7BZ,55.71862775,-3.33776789,Scottish Borders
Bridgeton Burns Club,SC015476,G3 7QF,55.8670646,-4.27301452,Glasgow City
Kilmaurs Farmers Society,SC015480,KA3 1RY,55.62266548,-4.48771526,East Ayrshire
Fyvie Scout Group,SC015484,AB41 7HX,57.45484978,-2.30115667,Aberdeenshire
Scottish National Memorial To David Livingstone Trust,SC015490,G72 9BT,55.80026562,-4.08515228,South Lanarkshire
Newton Stewart And District Music Club,SC015499,DG8 9DJ,54.8782143,-4.50316778,Dumfries & Galloway
Banff Parish Church of Scotland,SC015501,AB45 1DU,57.66740552,-2.52540512,Aberdeenshire
Motherwell Dalziel St Andrew's Parish Church of Scotland,SC015503,ML1 3EZ,55.78772815,-4.00470092,North Lanarkshire
Drummond School Welfare Fund,SC015504,IV2 4NZ,57.45816231,-4.22721488,Highland
Dumfries And Galloway Care Trust ,SC015508,DG1 2LA,55.06617578,-3.60542795,Dumfries & Galloway
Bowden Public Hall,SC015511,TD6 0SZ,55.56777616,-2.7068201,Scottish Borders
Fair Deal,SC015513,G45 0HR,55.80196751,-4.22241797,Glasgow City
Newmachar Scout/Guide Association,SC015516,AB21 0NS,57.26845286,-2.18844267,Aberdeenshire
Caddonfoot Parent & Toddler Group,SC015517,TD1 3NG,55.62098718,-2.87426833,Scottish Borders
Orwell and Portmoak Parish Church of Scotland,SC015523,KY13 9YA,56.22919171,-3.4136625,Perth & Kinross
Strathpeffer Under 5's Group,SC015526,IV14 9AG,57.58595778,-4.54370826,Highland
Morvern Parish Church of Scotland,SC015532,PA80 5XS,56.53503747,-5.78078221,Highland
Cullivoe Public Hall Trust,SC015534,ZE2 9DD,60.71344073,-1.02324379,Shetland Islands
Turriff Pre School Playgroup,SC015537,AB53 4EE,57.53590177,-2.4609783,Aberdeenshire
Scones Lethendy Mortification,SC015545,PH2 8HP,56.39491564,-3.43481777,Perth & Kinross
Royal Scottish Society Of Arts,SC015549,EH9 2BB,55.93413049,-3.16865444,City of Edinburgh
Edinburgh: Morningside United Church,SC015552,EH10 4DJ,55.93453363,-3.20881381,City of Edinburgh
Royal Philosophical Society of Glasgow,SC015557,G1 5PY,55.85396875,-4.24173189,Glasgow City
Danderhall Playgroup,SC015562,EH22 1QU,55.9175212,-3.1118486,Midlothian
St Margarets Episcopal Church: Edinburgh,SC015569,EH6 8RQ,55.96410087,-3.17391519,City of Edinburgh
Charlestown Playpark Association,SC015572,ZE2 9AQ,60.34154885,-1.00964943,Shetland Islands
Childrens Summer Camp Association,SC015573,G22 5LQ,55.88456945,-4.25214709,Glasgow City
"Temple Anniesland Parish Church of Scotland, Glasgow",SC015579,G13 1LE,55.89057605,-4.32495955,Glasgow City
Old Rayne Playgroup,SC015594,AB52 6RY,57.3445681,-2.54254969,Aberdeenshire
Voluntary Action Barra & Vatersay,SC015602,HS9 5XD,56.95564762,-7.48776286,Western Isles
Rathen West Parish Church of Scotland,SC015604,AB43 8UL,57.63748164,-1.99980643,Aberdeenshire
Stewart Macphail Memorial Association,SC015618,PH15 2HS,56.56994017,-4.02578925,Perth & Kinross
"St Andrews Parish Church of Scotland, Turriff",SC015620,AB53 5RL,57.57807223,-2.4311959,Aberdeenshire
Walls Swimming Pool Association,SC015623,ZE2 9QX,60.23240332,-1.56704291,Shetland Islands
Strathearn Talking News,SC015628,PH7 4LU,56.37806004,-3.85582258,Perth & Kinross
Lochbroom & Ullapool Church of Scotland,SC015631,IV26 2SZ,57.89023193,-5.13346879,Highland
Braehead Community Project,SC015632,FK7 7QZ,56.10694362,-3.9265495,Stirling
Carmunnock Heritage Society,SC015634,G76 9BX,55.79068244,-4.23512665,Glasgow City
Kinross-Shire Volunteer Group,SC015642,KY13 8AY,56.21385812,-3.42735198,Perth & Kinross
Clan Cameron's Charitable Trust,SC015649,PH34 4EJ,56.94577187,-4.98213654,Highland
County Of The City Of Glasgow Guides Association,SC015650,G2 1BP,55.86210745,-4.25325977,Glasgow City
Moy Dalarossie & Tomatin Church of Scotland,SC015653,IV13 7YA,57.30471252,-4.02056627,Highland
Grantown Playgroup,SC015664,PH26 3HX,57.33418259,-3.60265698,Highland
Wick Youth Club,SC015669,KW1 5AW,58.4388993,-3.08725708,Highland
Kings Park Primary School Parents Assoc,SC015671,EH22 3FQ,55.8828768,-3.07607181,Midlothian
Galloway District Scout Council,SC015674,DG7 2EB,54.88116982,-4.17780389,Dumfries & Galloway
Leuchars: St Athernase Church of Scotland,SC015677,KY16 0BP,56.38636196,-2.90922066,Fife
Coalburn Miners Welfare Charitable Society,SC015679,ML11 0LH,55.59080438,-3.88971663,South Lanarkshire
"Jordanhill Parish Church of Scotland, Glasgow",SC015683,G13 1QT,55.88512559,-4.3294468,Glasgow City
Social Action Group,SC015684,G34 9AZ,55.86365449,-4.12751064,Glasgow City
Moray Guide Association,SC015686,IV30 8NB,57.66142458,-3.25062266,Moray
Glenburn Miners Charitable Society,SC015695,KA9 2NS,55.49952502,-4.59165743,South Ayrshire
Sanquhar Congregational Church,SC015696,DG4 6BZ,55.36901568,-3.92844229,Dumfries & Galloway
Laxdale Gaelic Choir,SC015699,HS2 0HE,58.25036343,-6.17109691,Western Isles
Elderslie Kirk (Church of Scotland),SC015701,PA5 9NB,55.82988541,-4.49537732,Renfrewshire
Cunningsburgh Public Hall Trust,SC015703,ZE2 9HG,60.05252443,-1.21053272,Shetland Islands
Society Of Advocates In Aberdeen Williamson Prize Fund,SC015704,AB10 1BS,57.14822305,-2.0951315,Aberdeen
Portmoak Under Fives Playgroup,SC015708,KY13 9JA,56.20010753,-3.31499436,Perth & Kinross
Carnegie Dunfermline Trust,SC015710,KY12 8AW,56.07069595,-3.47513259,Fife
66th Renfrew & Inverclyde Area 1st Bishopton Scouts Group,SC015714,PA7 5JD,55.90827671,-4.50478066,Renfrewshire
Strichen Playgroup,SC015719,AB43 6SX,57.58748044,-2.09027414,Aberdeenshire
Cupar St John's and Dairsie United Parish Church of Scotland,SC015721,KY14 7DQ,56.29281928,-3.22545006,Fife
Barrhead: St Andrew’s Parish Church of Scotland,SC015730,G78 1NL,55.80674043,-4.39788456,East Renfrewshire
Governors Of The Red House Home Trust,SC015748,EH3 8BL,55.94490563,-3.20670317,City of Edinburgh
Aberdeen Tailors Incorporation - Watson & Chalmers Mortification,SC015749,AB22 8QY,57.19484506,-2.1160189,Aberdeen
Kennethmont Mothers And Toddlers Group,SC015752,AB54 4NP,57.34914894,-2.76407701,Aberdeenshire
Methlick Under 5's Group,SC015756,AB41 7DS,57.42490553,-2.24094919,Aberdeenshire
Thurso Heritage Society,SC015758,KW14 7UD,58.59996962,-3.5466865,Highland
Inverness Fiddlers Society,SC015759,IV2 4QR,57.46071845,-4.23002139,Highland
Christian Brethren Bethany Hall,SC015761,DG1 3AJ,55.07127387,-3.59773844,Dumfries & Galloway
Cruden Bay Community Association,SC015768,AB42 0RF,57.41371151,-1.86608735,Aberdeenshire
Society Of Friends Of Brechin Cathedral,SC015770,DD9 6JW,56.73112528,-2.6645741,Angus
Lunanhead Playgroup,SC015771,DD8 3JQ,56.65113712,-2.89224613,Angus
Bethesda Care Home and Hospice,SC015783,HS1 2PS,58.21233859,-6.37333302,Western Isles
Macduff Parish Church of Scotland,SC015786,AB45 1JX,57.66852206,-2.53120452,Aberdeenshire
Keith Cancer Link,SC015787,AB55 5ED,57.54615222,-2.96490915,Moray
Appin Parish Church (Church of Scotland),SC015795,PA38 4BG,56.55973399,-5.3563723,Argyll & Bute
Barony Film Society,SC015797,EH51 9DS,56.01508152,-3.5985549,Falkirk
Mount Florida Congregation Of Jehovahs Witnesses,SC015798,G44 4BN,55.81840369,-4.26096451,Glasgow City
Edinburgh University Students' Association,SC015800,EH8 9AL,55.94599354,-3.18814659,Midlothian
Shieldhall & Drumoyne United Free Church,SC015810,G44 4QX,55.82225433,-4.24849592,Glasgow City
Islay & Jura Community Enterprises Ltd,SC015815,PA43 7JS,55.75623036,-6.29021138,Argyll & Bute
Smeaton Community Association,SC015823,KY1 2LT,56.12876697,-3.15376595,Fife
Old Kilpatrick Playgroup,SC015829,G82 4DG,55.94604038,-4.58241932,West Dunbartonshire
St Andrews Cathedral Inverness,SC015830,IV3 5NR,57.47560687,-4.23004484,Highland
Calderbank Parish Church of Scotland,SC015831,EH48 2HD,55.88436096,-3.65434663,North Lanarkshire
Stewarton Annick Youth & Community Assoc,SC015832,KA3 5BG,55.67960086,-4.51837315,East Ayrshire
"Rubislaw Parish Church of Scotland, Aberdeen",SC015841,AB15 4BQ,57.14577331,-2.13186176,Aberdeen
Hoy Community Association Orkney,SC015846,KW16 3NJ,58.91194058,-3.33033659,Orkney Islands
Sunshine Play School,SC015854,DD8 4PN,56.68251971,-3.00419783,Angus
"Cromar Parish Church, Church of Scotland",SC015856,AB34 4YG,57.12816878,-2.86404721,Aberdeenshire
"St Christopher’s Priesthill & Nitshill Church of Scotland, Glasgow",SC015858,G78 1RG,55.79936565,-4.39674493,Glasgow City
Lasswade and Rosewell Parish Church (Church of Scotland),SC015878,EH19 3AA,55.87634517,-3.10338273,Midlothian
"St Michael's Parish Church of Scotland, Dallas",SC015881,IV36 2SB,57.55396035,-3.4650622,Moray
Crovie Preservation Society Limited,SC015892,AB45 3JQ,57.67973141,-2.32423233,Aberdeenshire
New Town Concerts Society Ltd,SC015893,EH3 6LJ,55.95767334,-3.19571222,City of Edinburgh
Errol Parish Church of Scotland,SC015895,PH2 7QY,56.39518675,-3.20879451,Perth & Kinross
Sorn Parish Church of Scotland,SC015899,KA5 6HU,55.51063985,-4.29128671,East Ayrshire
St Mary Magdalenes Episcopal Church: Dundee,SC015905,DD5 4PF,56.47971159,-2.82686342,Dundee City
Rathven Parish Church of Scotland,SC015906,AB56 4DD,57.67767909,-2.93263602,Moray
Maryburgh & Killearnan Free Church of Scotland,SC015914,IV15 9TQ,57.58782384,-4.49703787,City of Edinburgh
Arbroath Instrumental Band,SC015916,DD7 7BZ,56.50180348,-2.72022396,Angus
Birnie Public Hall,SC015917,IV30 8GZ,57.60023124,-3.32033878,Moray
Maxwelltown West Church,SC015925,DG2 7AJ,55.06722299,-3.62202308,Dumfries & Galloway
9th Glasgow Scout Group,SC015936,G11 7PR,55.87533001,-4.31893207,Glasgow City
Fraserburgh Baptist Church,SC015938,AB43 9AY,57.67814263,-2.02088284,Aberdeenshire
Abbeyfield Ballachulish Society Ltd,SC015946,PA3 2BE,55.848824,-4.42525595,Highland
Lockerbie Drama Club,SC015957,DG11 2SH,55.17393572,-3.3932573,Dumfries & Galloway
Bixter Community Hall SCIO,SC015958,ZE2 9NA,60.25354655,-1.40423706,Shetland Islands
Meldrum & Bourtie Parish Church Of Scotland,SC015960,AB51 5EB,57.32580345,-2.46865572,Aberdeenshire
Holy Trinity & St Barnabas Episcopal Church: Paisley,SC015961,PA2 9LH,55.82939171,-4.44434179,Renfrewshire
Arkleston Primary School Fund,SC015966,PA4 0EL,55.86570481,-4.38611041,Renfrewshire
"Fairmilehead Parish Church of Scotland, Edinburgh",SC015967,EH10 7AA,55.90172011,-3.20313849,City of Edinburgh
Ardrossan Academy Memorial Field Fund,SC015969,KA21 6GA,55.65035863,-4.78972325,North Ayrshire
21st Paisley & District (St Mirin's) Scout Group,SC015970,PA2 9QL,55.83164239,-4.43827093,Renfrewshire
Carnegie Youth Theatre,SC015973,KY11 8HX,56.05719419,-3.41418664,Fife
Edinburgh: St John's Colinton Mains Church of Scotland,SC015982,EH13 9ED,55.90952077,-3.22849603,City of Edinburgh
Luss Hall Trustees,SC015983,G83 8RQ,56.04604783,-4.65285448,Argyll & Bute
Shetland Civic Society,SC015985,ZE2 9HP,60.0080645,-1.22672773,Shetland Islands
St Columbas Playgroup,SC015995,DG12 6JG,54.98646501,-3.25399119,Dumfries & Galloway
Balerno Mission Endowment Fund,SC016006,EH12 5EL,55.94765573,-3.21942308,City of Edinburgh
"Corstorphine Old Parish Church, Church of Scotland, Edinburgh",SC016009,EH12 7ST,55.94085625,-3.28286678,City of Edinburgh
